Certificate,Ukrainian,Math,History,Geography,English,OtherForeignLang,Physics,Biology,Chemistry,UniverSpec
10.49,195,0,0,192,0,0,0,0,190,Львівський національний університет імені Івана Франка  136 Металургія
11.03,200,0,0,191,0,0,0,0,157,Львівський національний університет імені Івана Франка  136 Металургія
11.19,192,0,0,196,0,0,0,0,155,Львівський національний університет імені Івана Франка  136 Металургія
10.68,187,0,0,188,0,0,0,0,157,Львівський національний університет імені Івана Франка  136 Металургія
11.85,192,0,0,196,0,0,0,0,187,Львівський національний університет імені Івана Франка  136 Металургія
10.9,196,0,0,194,0,0,0,0,193,Львівський національний університет імені Івана Франка  136 Металургія
10.06,156,0,0,190,0,0,0,0,183,Львівський національний університет імені Івана Франка  136 Металургія
9.96,155,0,0,189,0,0,0,0,157,Львівський національний університет імені Івана Франка  136 Металургія
10.47,158,0,0,194,0,0,0,0,184,Львівський національний університет імені Івана Франка  136 Металургія
11.02,181,0,0,192,0,0,0,0,172,Львівський національний університет імені Івана Франка  136 Металургія
9.79,156,197,165,0,168,165,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
9.54,158,194,176,0,196,192,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
11.66,178,190,195,0,188,196,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
10.99,198,199,169,0,193,187,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
10.52,173,193,183,0,164,164,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
10,175,198,153,0,173,183,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
9.62,180,200,193,0,178,162,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
9.75,165,199,196,0,174,186,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
9.79,164,199,172,0,194,153,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
9.06,200,198,173,0,197,166,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
10.33,200,193,161,0,176,181,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
11.5,186,192,170,0,152,158,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
10.35,198,194,164,0,179,162,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
10.32,155,194,166,0,166,165,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
11.36,152,193,193,0,178,188,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
11.25,168,193,156,0,183,170,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
10.2,196,198,184,0,172,196,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
11.84,191,196,166,0,154,186,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
11.58,166,188,181,0,158,183,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
11.67,168,191,190,0,159,158,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
11.5,174,196,198,0,186,179,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
11.37,191,197,184,0,154,152,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
9.14,160,190,166,0,165,183,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
11.59,163,197,161,0,197,191,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
10.06,196,191,173,0,154,165,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
11.46,186,193,175,0,158,161,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
10.41,181,190,197,0,156,187,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
10.81,169,195,152,0,186,167,0,0,0,Львівський національний університет імені Івана Франка 073 Менеджмент
9.39,174,197,0,0,199,195,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
11.81,152,197,0,0,193,184,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
9.62,189,196,0,0,198,176,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
10.5,185,188,0,0,190,190,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
9.79,164,191,0,0,197,153,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
12,189,199,0,0,196,168,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
11.44,164,188,0,0,197,168,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
10.68,199,193,0,0,194,160,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
9.11,193,192,0,0,192,168,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
9.75,171,192,0,0,200,164,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
11.9,180,195,0,0,192,176,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
11.74,158,191,0,0,190,187,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
10.14,188,200,0,0,197,165,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
10.17,168,193,0,0,194,198,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
11.37,160,189,0,0,188,168,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
10.18,159,188,0,0,195,180,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
11.91,160,191,0,0,188,159,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
9.77,161,197,0,0,197,198,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
9.43,161,198,0,0,189,197,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
10.24,164,190,0,0,200,189,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
11.43,197,194,0,0,198,198,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
11.31,184,195,0,0,190,165,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
10.69,187,188,0,0,198,178,0,0,0,Львівський національний університет імені Івана Франка 122 Комп'ютерні науки
10.33,196,0,0,174,0,0,0,196,184,Львівський національний університет імені Івана Франка  101 Екологія
11.28,200,0,0,200,0,0,0,200,168,Львівський національний університет імені Івана Франка  101 Екологія
11.93,192,0,0,175,0,0,0,192,193,Львівський національний університет імені Івана Франка  101 Екологія
11.04,176,0,0,185,0,0,0,195,154,Львівський національний університет імені Івана Франка  101 Екологія
10.09,157,0,0,163,0,0,0,197,174,Львівський національний університет імені Івана Франка  101 Екологія
9.7,200,0,0,154,0,0,0,189,153,Львівський національний університет імені Івана Франка  101 Екологія
9.62,178,0,0,163,0,0,0,189,170,Львівський національний університет імені Івана Франка  101 Екологія
11.6,199,0,0,195,0,0,0,188,162,Львівський національний університет імені Івана Франка  101 Екологія
9.93,165,0,0,153,0,0,0,196,172,Львівський національний університет імені Івана Франка  101 Екологія
10.44,178,0,0,180,0,0,0,195,175,Львівський національний університет імені Івана Франка  101 Екологія
11.84,171,0,0,184,0,0,0,199,155,Львівський національний університет імені Івана Франка  101 Екологія
11.62,188,0,0,164,0,0,0,189,155,Львівський національний університет імені Івана Франка  101 Екологія
10.7,193,0,0,155,0,0,0,198,186,Львівський національний університет імені Івана Франка  101 Екологія
10.62,174,0,0,183,0,0,0,189,156,Львівський національний університет імені Івана Франка  101 Екологія
10.37,188,0,0,179,0,0,0,198,168,Львівський національний університет імені Івана Франка  101 Екологія
10.5,164,0,0,192,0,0,0,190,159,Львівський національний університет імені Івана Франка  101 Екологія
9.9,153,0,0,194,0,0,0,196,171,Львівський національний університет імені Івана Франка  101 Екологія
9.73,169,0,0,178,0,0,0,192,176,Львівський національний університет імені Івана Франка  101 Екологія
9.22,167,0,0,188,0,0,0,200,199,Львівський національний університет імені Івана Франка  101 Екологія
10.12,188,0,0,195,0,0,0,199,192,Львівський національний університет імені Івана Франка  101 Екологія
11.91,171,0,0,171,0,0,0,194,161,Львівський національний університет імені Івана Франка  101 Екологія
10.8,187,0,0,195,0,0,0,189,164,Львівський національний університет імені Івана Франка  101 Екологія
10.24,180,0,0,173,0,0,0,198,194,Львівський національний університет імені Івана Франка  101 Екологія
9.68,200,0,0,193,0,0,0,200,188,Львівський національний університет імені Івана Франка  101 Екологія
11,178,0,0,183,0,0,0,197,170,Львівський національний університет імені Івана Франка  101 Екологія
11.58,141,190,0,196,161,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
11.09,141,182,0,145,145,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
9.42,161,192,0,190,197,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
8.76,146,199,0,156,160,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
9.15,173,200,0,180,177,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
9.65,156,191,0,178,186,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
10.25,151,182,0,157,159,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
10.31,168,180,0,200,142,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
10.28,171,191,0,196,143,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
11.61,177,175,0,172,179,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
7.87,193,168,0,196,183,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
10.94,175,193,0,151,144,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
8.6,157,178,0,156,169,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
7.67,195,173,0,161,166,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
7.76,196,190,0,147,181,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
10.69,155,171,0,153,159,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
7.67,156,176,0,180,163,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
9.09,158,183,0,143,146,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
11.69,150,170,0,151,166,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
7.72,161,181,0,168,199,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
9.35,192,198,0,169,185,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
8.04,140,197,0,182,175,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
10.73,199,189,0,197,187,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
9.62,189,197,0,191,168,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
8.58,167,193,0,189,174,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
8.54,144,182,0,142,144,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
9.8,191,193,0,142,152,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
11.28,142,172,0,190,183,0,0,0,0,"Національний університет ""Острозька академія"" 051 Економіка"
10.88,185,0,151,0,168,142,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
9.34,191,0,171,0,173,142,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
10.7,189,0,189,0,185,165,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
7.03,199,0,149,0,196,198,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
8.8,191,0,165,0,196,145,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
7.1,174,0,173,0,178,154,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
11.79,187,0,184,0,187,199,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
9.53,196,0,189,0,194,167,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
9.43,183,0,164,0,191,200,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
9.43,186,0,167,0,196,154,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
7.95,200,0,186,0,189,200,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
8.13,173,0,164,0,176,184,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
9.52,195,0,193,0,188,182,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
10.34,179,0,164,0,197,151,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
11.51,176,0,189,0,196,183,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
7.2,192,0,195,0,197,167,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
10.92,174,0,179,0,180,142,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
11.33,168,0,161,0,189,169,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
10.42,196,0,181,0,187,159,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
11.68,191,0,185,0,199,193,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
7.53,190,0,189,0,177,197,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
10.13,196,0,143,0,182,161,0,0,0,"Національний університет ""Острозька академія"" 061 Журналістика"
8.17,185,0,200,150,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
9.9,192,0,168,188,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
11.54,176,0,173,165,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
7.6,177,0,188,190,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
9.49,168,0,193,178,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
11.21,197,0,192,148,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
7.13,179,0,169,191,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
8.99,178,0,197,199,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
9.26,199,0,187,178,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
11.86,193,0,179,187,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
9.75,189,0,177,183,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
7.57,196,0,178,157,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
7.94,187,0,177,167,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
7.18,176,0,189,157,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
11.14,191,0,191,200,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
9.24,199,0,184,178,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
10.27,176,0,188,191,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
10.32,200,0,188,172,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
8.84,169,0,179,184,0,0,0,0,0,"Національний університет ""Острозька академія"" 032 Історія та археологія"
9.27,185,198,0,0,159,0,187,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
9.77,150,193,0,0,145,0,163,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
9.05,153,176,0,0,155,0,199,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
8.82,177,169,0,0,199,0,199,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
11.21,165,189,0,0,158,0,156,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
11.4,173,183,0,0,169,0,157,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
10.17,195,190,0,0,172,0,152,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
9.98,184,192,0,0,157,0,176,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
11.38,183,178,0,0,184,0,159,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
9.74,173,186,0,0,187,0,150,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
8.45,163,189,0,0,185,0,156,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
11.35,166,168,0,0,184,0,197,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
9.48,188,186,0,0,169,0,154,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
10.99,176,173,0,0,196,0,143,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
7.38,186,174,0,0,168,0,165,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
11.98,181,189,0,0,188,0,169,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
7.12,166,191,0,0,183,0,159,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
10.46,188,194,0,0,142,0,194,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
7.97,180,194,0,0,159,0,164,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
7.58,173,195,0,0,197,0,193,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
7.15,159,169,0,0,148,0,190,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
7.53,150,178,0,0,147,0,180,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
9.78,144,180,0,0,158,0,154,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
11.5,140,198,0,0,159,0,159,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
8.08,194,187,0,0,192,0,197,0,0,"Національний університет ""Острозька академія"" 125 Кібербезпека"
10.49,175,193,172,0,197,169,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
8,160,152,194,0,175,168,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
9.34,159,176,155,0,170,180,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
11.14,162,195,185,0,170,194,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
10.52,151,185,179,0,188,168,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
10.23,181,185,159,0,178,170,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
9.76,192,142,195,0,193,183,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
10.1,187,191,172,0,171,174,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
10.17,141,181,154,0,189,185,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
11.48,150,186,148,0,191,183,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
9.83,144,188,157,0,198,183,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
7.6,142,168,157,0,187,175,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
10.89,171,175,159,0,190,176,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
7.21,194,182,172,0,195,168,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
8.65,189,167,149,0,168,189,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
11.14,199,156,153,0,188,192,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
10.83,164,179,195,0,172,199,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
10.07,199,164,150,0,174,169,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
7.73,187,196,152,0,168,191,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
11.06,158,147,158,0,183,170,0,0,0,"Національний університет ""Острозька академія"" 291 Міжнародні відносини"
7.28,161,178,0,0,190,200,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
9.06,188,175,0,0,180,142,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
7.21,192,175,0,0,168,196,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
7.84,183,180,0,0,169,194,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
11.59,195,175,0,0,192,176,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
7.2,177,168,0,0,194,171,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
7.33,158,188,0,0,191,160,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
11.77,149,192,0,0,199,181,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
10.25,184,183,0,0,180,146,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
9.53,150,186,0,0,177,194,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
9.82,164,170,0,0,178,199,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
11.43,162,169,0,0,189,171,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
10.75,149,170,0,0,196,158,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
10.67,172,170,0,0,189,175,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
11.78,153,172,0,0,173,186,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
9.3,150,175,0,0,189,155,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
9.64,168,173,0,0,183,183,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
9.83,153,168,0,0,177,168,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
8.66,154,194,0,0,176,181,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
11.88,148,191,0,0,170,191,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
9.7,146,198,0,0,193,181,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
9.22,142,172,0,0,174,147,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
11.74,143,178,0,0,196,184,0,0,0,"Національний університет ""Острозька академія"" 122 Комп'ютерні науки"
9.86,154,165,181,0,198,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
7.04,195,180,190,0,155,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
9.33,178,165,151,0,140,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
8.41,166,145,161,0,162,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
10.98,179,154,147,0,158,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
10.24,141,146,174,0,191,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
8.15,145,161,197,0,194,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
8.52,183,172,177,0,190,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
8.21,174,167,169,0,156,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
10.78,178,147,174,0,147,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
8.49,188,163,196,0,143,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
10.91,193,199,197,0,187,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
11.5,189,196,192,0,166,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
9.55,155,144,156,0,168,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
11.54,158,147,183,0,181,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
7.69,141,161,174,0,185,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
7.63,161,155,193,0,161,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
10.21,173,152,141,0,141,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
8.12,184,163,176,0,190,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
10.94,150,181,160,0,181,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
8.65,172,179,199,0,189,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
8.31,174,191,174,0,196,0,0,0,0,"Національний університет ""Острозька академія"" 256 Національна безпека"
8.82,140,0,191,0,156,143,0,0,0,"Національний університет ""Острозька академія""  081 Право"
9.51,161,0,187,0,183,194,0,0,0,"Національний університет ""Острозька академія""  081 Право"
11.77,157,0,189,0,155,149,0,0,0,"Національний університет ""Острозька академія""  081 Право"
9.91,143,0,168,0,177,189,0,0,0,"Національний університет ""Острозька академія""  081 Право"
10.52,171,0,193,0,183,163,0,0,0,"Національний університет ""Острозька академія""  081 Право"
7.2,198,0,194,0,146,189,0,0,0,"Національний університет ""Острозька академія""  081 Право"
7.71,200,0,199,0,156,193,0,0,0,"Національний університет ""Острозька академія""  081 Право"
7.78,153,0,171,0,178,197,0,0,0,"Національний університет ""Острозька академія""  081 Право"
7.45,163,0,193,0,146,174,0,0,0,"Національний університет ""Острозька академія""  081 Право"
9.13,167,0,193,0,151,170,0,0,0,"Національний університет ""Острозька академія""  081 Право"
9.23,177,0,200,0,186,189,0,0,0,"Національний університет ""Острозька академія""  081 Право"
10.3,154,0,171,0,181,162,0,0,0,"Національний університет ""Острозька академія""  081 Право"
10.05,193,0,195,0,178,194,0,0,0,"Національний університет ""Острозька академія""  081 Право"
9.14,152,0,199,0,141,167,0,0,0,"Національний університет ""Острозька академія""  081 Право"
8.58,192,0,192,0,186,171,0,0,0,"Національний університет ""Острозька академія""  081 Право"
11.21,192,0,179,0,161,191,0,0,0,"Національний університет ""Острозька академія""  081 Право"
7.39,189,0,182,0,199,189,0,0,0,"Національний університет ""Острозька академія""  081 Право"
7.09,195,0,178,0,156,142,0,0,0,"Національний університет ""Острозька академія""  081 Право"
7.48,195,0,194,0,200,181,0,0,0,"Національний університет ""Острозька академія""  081 Право"
8.69,179,0,200,0,186,152,0,0,0,"Національний університет ""Острозька академія""  081 Право"
7.59,168,0,168,0,160,176,0,0,0,"Національний університет ""Острозька академія""  081 Право"
10.11,196,0,174,0,151,162,0,0,0,"Національний університет ""Острозька академія""  081 Право"
9.07,198,0,182,0,180,196,0,0,0,"Національний університет ""Острозька академія""  081 Право"
10.7,189,0,198,0,153,188,0,0,0,"Національний університет ""Острозька академія""  081 Право"
10.4,193,0,181,0,200,196,0,0,0,"Національний університет ""Острозька академія""  081 Право"
11.61,161,0,176,0,158,152,0,0,0,"Національний університет ""Острозька академія""  081 Право"
8.44,182,0,193,0,160,200,0,0,0,"Національний університет ""Острозька академія""  081 Право"
11.9,200,0,194,0,200,148,0,0,0,"Національний університет ""Острозька академія"" 035 Філологія"
11.92,194,0,181,0,176,179,0,0,0,"Національний університет ""Острозька академія"" 035 Філологія"
7.96,196,0,140,0,170,162,0,0,0,"Національний університет ""Острозька академія"" 035 Філологія"
10.33,179,0,160,0,177,194,0,0,0,"Національний університет ""Острозька академія"" 035 Філологія"
8.08,176,0,200,0,180,184,0,0,0,"Національний університет ""Острозька академія"" 035 Філологія"
11.27,181,0,140,0,188,153,0,0,0,"Національний університет ""Острозька академія"" 035 Філологія"
9.21,172,0,151,0,182,155,0,0,0,"Національний університет ""Острозька академія"" 035 Філологія"
11.52,182,0,174,0,175,141,0,0,0,"Національний університет ""Острозька академія"" 035 Філологія"
10.08,196,0,182,0,178,170,0,0,0,"Національний університет ""Острозька академія"" 035 Філологія"
10.93,185,0,151,0,198,140,0,0,0,"Національний університет ""Острозька академія"" 035 Філологія"
9.99,185,0,190,0,193,166,0,0,0,"Національний університет ""Острозька академія"" 035 Філологія"
9.14,198,0,143,0,184,157,0,0,0,"Національний університет ""Острозька академія"" 035 Філологія"
7.35,189,0,149,0,180,183,0,0,0,"Національний університет ""Острозька академія"" 035 Філологія"
10.25,170,0,155,0,170,154,0,0,0,"Національний університет ""Острозька академія"" 035 Філологія"
7.39,181,0,169,0,170,152,0,0,0,"Національний університет ""Острозька академія"" 035 Філологія"
